step,assistant_loss_nats,assistant_target_tokens,lr_multiplier,optimizer_update_applied,elapsed_seconds
509,3.9327454146080867,2062,0.9846846846846847,True,33.17766266781837
510,4.244412194566064,2648,0.982882882882883,True,33.22097770497203
511,4.0866717934160866,1598,0.981081081081081,True,33.264381729997694
512,3.5685406053487423,2604,0.9792792792792793,True,33.30781703884713
513,3.562855386191588,1934,0.9774774774774775,True,33.351145745953545
514,4.009298727545939,2272,0.9756756756756757,True,33.39455880783498
515,4.367340776566184,2969,0.9738738738738739,True,33.4379408499226
516,4.292134132202095,2291,0.972072072072072,True,33.4812939199619
517,4.124040762648053,2459,0.9702702702702702,True,33.52466439688578
518,4.058230371225097,2974,0.9684684684684685,True,33.56805822183378
519,3.926628757106477,2534,0.9666666666666667,True,33.61145047098398
520,4.440077236908929,2892,0.964864864864865,True,33.66026076790877
521,3.6725616356059376,3082,0.963063063063063,True,33.71011229394935
522,4.106718458232645,2845,0.9612612612612612,True,33.76217974885367
523,3.982815018761471,2588,0.9594594594594594,True,33.81572036887519
524,3.797635248655914,2790,0.9576576576576578,True,33.86553277494386
525,3.8685416060725437,2122,0.955855855855856,True,33.91759586101398
526,4.5039793820233855,2881,0.954054054054054,True,33.94801397691481
527,3.596618898376938,3225,0.9522522522522522,True,33.991390951909125
528,3.841022597709886,2549,0.9504504504504505,True,34.034809262957424
529,3.6796085218048997,2541,0.9486486486486487,True,34.078108513960615
530,3.777825789018111,1936,0.946846846846847,True,34.12150286883116
531,3.6249918029009756,1102,0.9450450450450449,True,34.1649680568371
532,3.954614087505129,2437,0.9432432432432433,True,34.20840927492827
533,4.299148571316878,2598,0.9414414414414415,True,34.251827532891184
534,3.272515632775742,2763,0.9396396396396397,True,34.29530070000328
535,3.764542194485842,2684,0.9378378378378377,True,34.33871212997474
536,3.910993414739827,2353,0.936036036036036,True,34.3821013669949
537,3.724109528087317,2322,0.9342342342342342,True,34.42542168102227
538,4.384402086398957,2421,0.9324324324324325,True,34.4688119108323
539,4.223570980540144,2298,0.9306306306306307,True,34.51226734602824
540,4.759151757008745,2187,0.9288288288288288,True,34.555614861892536
541,3.3728212586636674,2313,0.927027027027027,True,34.59898588201031
542,4.29525469767547,2764,0.9252252252252252,True,34.6474470240064
543,3.901470807490458,3275,0.9234234234234234,True,34.697305681882426
544,3.6983885131488723,2461,0.9216216216216216,True,34.74938112590462
545,4.064138297575066,2656,0.9198198198198198,True,34.802896316861734
546,3.4754996635401927,2827,0.918018018018018,True,34.85273729893379
547,4.277200375439413,2418,0.9162162162162162,True,34.904870041878894
548,4.204212527745582,2858,0.9144144144144144,True,34.93536535091698
549,4.494657371446223,2959,0.9126126126126127,True,34.978867480996996
550,3.8845202016746936,2284,0.9108108108108107,True,35.02224616892636
551,4.534852096338591,2508,0.9090090090090089,True,35.06564294802956
552,4.497368215615573,2652,0.9072072072072072,True,35.10902655799873
553,3.2772712137421824,3078,0.9054054054054055,True,35.15243872604333
554,3.1071133373133244,2578,0.9036036036036037,True,35.195841836044565
555,3.2243041222836792,2380,0.9018018018018017,True,35.23918501287699
556,4.115874594830452,2444,0.8999999999999999,True,35.282604679930955
557,3.7075741711784813,2176,0.8981981981981982,True,35.32593449600972
558,4.33136118058678,2502,0.8963963963963965,True,35.369254576042295
559,4.426242281511597,2867,0.8945945945945947,True,35.412671769969165
560,4.113063660715654,2039,0.8927927927927927,True,35.45600118697621
561,3.62680668624455,3211,0.890990990990991,True,35.49938040692359
562,4.225416818552422,1811,0.8891891891891892,True,35.542812493862584
563,4.043501011337453,2387,0.8873873873873874,True,35.58624730701558
564,3.893635851271609,2632,0.8855855855855856,True,35.634731153957546
565,3.901993160922428,3110,0.8837837837837837,True,35.6845729269553
566,3.851848292827023,2453,0.881981981981982,True,35.73662139382213
567,3.8278277624123045,1853,0.8801801801801802,True,35.79039838304743
568,4.06029782623014,3084,0.8783783783783784,True,35.84013652289286
569,4.027878141946483,2282,0.8765765765765766,True,35.89217303087935
570,4.305875763179749,3048,0.8747747747747747,True,35.92390935891308
571,4.205965079098857,2888,0.8729729729729729,True,35.96727366396226
572,4.5875326089263195,2577,0.8711711711711712,True,36.01075734291226
573,4.988161210582229,2254,0.8693693693693694,True,36.05423402786255
574,3.5497975915038293,2546,0.8675675675675676,True,36.09756152401678
575,4.1998456349177085,2119,0.8657657657657657,True,36.140913769835606
576,3.4013949856899752,2222,0.8639639639639639,True,36.18425066489726
577,3.85581638168239,2385,0.8621621621621621,True,36.22770588682033
578,3.9155932250452654,1864,0.8603603603603605,True,36.27101672091521
579,4.650872266272803,3015,0.8585585585585587,True,36.31448992388323
580,3.811102190314577,2859,0.8567567567567567,True,36.357904536882415
581,3.9911367708557446,2324,0.8549549549549549,True,36.40130067197606
582,4.1886507388230285,3158,0.8531531531531531,True,36.444837380899116
583,3.7779488539655937,2396,0.8513513513513514,True,36.488275334006175
584,3.2913242749363354,2442,0.8495495495495496,True,36.53164685983211
585,4.0573353180452605,3339,0.8477477477477476,True,36.575095670996234
586,3.8290651387239243,2289,0.845945945945946,True,36.62411206588149
587,4.689374037191901,2556,0.8441441441441442,True,36.67333029885776
588,4.2922229913942,2334,0.8423423423423424,True,36.72535160393454
589,4.180173966433148,2556,0.8405405405405406,True,36.77888564183377
590,3.7751728355075054,2798,0.8387387387387386,True,36.829032555921
591,3.5317177680569904,2541,0.8369369369369369,True,36.88116806000471
592,4.370877621010265,2667,0.8351351351351352,True,36.91156743303873
593,3.6109994376215955,2827,0.8333333333333334,True,36.95507719996385
594,4.240434737011104,3017,0.8315315315315316,True,36.99866583594121
595,4.013633419803961,2203,0.8297297297297297,True,37.04205865901895
596,4.331182056684586,2488,0.8279279279279279,True,37.08538813586347
597,3.7601401542740125,2392,0.8261261261261261,True,37.12873812089674
598,3.85166225901352,1997,0.8243243243243243,True,37.172136281849816
599,3.4210894777552694,2823,0.8225225225225224,True,37.21555934799835
600,3.3232114125102505,2134,0.8207207207207207,True,37.258954521035776
601,3.1861619290328385,2518,0.8189189189189189,True,37.302424809895456
602,3.5664658247632217,2633,0.8171171171171171,True,37.345906673930585
603,3.900334647311664,1943,0.8153153153153154,True,37.389364200877026
604,4.3696368965189025,2093,0.8135135135135134,True,37.43273982987739
605,3.8700396408640376,3301,0.8117117117117116,True,37.4761024559848
606,3.6298865240973397,2960,0.8099099099099099,True,37.5195053468924
607,4.162318353389939,1958,0.8081081081081081,True,37.562917741946876
608,4.398143376408906,2706,0.8063063063063064,True,37.61147643602453
609,3.433989267190501,2343,0.8045045045045044,True,37.66120508196764
610,4.048080265485233,3242,0.8027027027027026,True,37.71323460992426
611,3.9660009836441716,2758,0.8009009009009009,True,37.76671586884186
612,3.742671123855399,2621,0.7990990990990992,True,37.816495975945145
613,4.488888997606254,3094,0.7972972972972974,True,37.868584932992235
614,4.444871187366628,3046,0.7954954954954954,True,37.89941978803836
615,3.5776152336042326,2534,0.7936936936936936,True,37.94277840689756
616,3.9776630330352973,2409,0.7918918918918919,True,37.98615081002936
617,3.266053178402654,1964,0.7900900900900901,True,38.02948030899279
618,3.7790818375685022,2395,0.7882882882882883,True,38.07285342994146
619,3.766019710517558,2465,0.7864864864864864,True,38.116206859005615
620,3.630329982146523,1979,0.7846846846846847,True,38.15956808603369
621,4.072364381122105,3152,0.7828828828828829,True,38.20298262988217
622,4.6282879686731055,2032,0.7810810810810811,True,38.24649435188621
623,4.433166160184533,2486,0.7792792792792793,True,38.28983548586257
624,3.2986010760178703,2714,0.7774774774774774,True,38.3331389199011
625,3.84875439404248,2997,0.7756756756756756,True,38.3765728760045
626,3.2876215723026863,2108,0.7738738738738739,True,38.41992959193885
627,4.258545149901735,3212,0.7720720720720721,True,38.463330589002
628,4.909728790897651,3725,0.7702702702702704,True,38.50671460898593
629,4.61887383643617,2350,0.7684684684684684,True,38.550090885022655
630,3.3628509773695763,1573,0.7666666666666666,True,38.59857053984888
631,4.233718684532123,2685,0.7648648648648648,True,38.648445402039215
632,3.529573340864547,2296,0.763063063063063,True,38.70039720600471
633,3.7213253303057168,2626,0.7612612612612614,True,38.75392814492807
634,4.823634075427509,3209,0.7594594594594594,True,38.80390583095141
635,3.047840961347097,3109,0.7576576576576576,True,38.855901680886745
636,4.317195664529044,2763,0.7558558558558559,True,38.88667175290175
637,4.11147719072243,2582,0.7540540540540541,True,38.93008429300971
638,4.5262302469923865,2356,0.7522522522522523,True,38.97355627082288
639,3.9618419591828853,3237,0.7504504504504503,True,39.01691542402841
640,4.432227236315589,3116,0.7486486486486486,True,39.06026885099709
641,3.0237875039952,2591,0.7468468468468468,True,39.103719437960535
642,3.2637845099260265,2691,0.7450450450450451,True,39.14715700899251
643,4.33453466796875,2500,0.7432432432432433,True,39.19062089687213
644,3.5066604422724894,2390,0.7414414414414414,True,39.23403023183346
645,4.065323624126996,2631,0.7396396396396396,True,39.27736463584006
646,3.6095527326557,2840,0.7378378378378379,True,39.32071155984886
647,4.471165219280896,3002,0.7360360360360361,True,39.36413756082766
648,3.655632229799724,3077,0.7342342342342343,True,39.407478532986715
649,4.417787655340058,3005,0.7324324324324323,True,39.45079864584841
650,3.813565820101655,2779,0.7306306306306306,True,39.49420761899091
651,3.196616398150186,2556,0.7288288288288288,True,39.537669433047995
652,4.14718308861462,1999,0.7270270270270272,True,39.5862227359321
653,3.7519305358270203,2475,0.7252252252252254,True,39.63609070982784
654,3.4852771139507386,2894,0.7234234234234234,True,39.68813125882298
655,4.335605321871561,2726,0.7216216216216216,True,39.74165374902077
656,4.007114029827637,2977,0.7198198198198198,True,39.79150532395579
657,4.842299267854436,2474,0.718018018018018,True,39.84355706884526
658,4.777447709957213,2622,0.7162162162162161,True,39.87568873097189
659,3.605927651174787,1878,0.7144144144144143,True,39.919226767960936
660,3.6163857872806378,2144,0.7126126126126127,True,39.96267811697908
661,4.6639353660920895,2917,0.7108108108108109,True,40.00622807396576
662,3.91803279923804,2268,0.7090090090090091,True,40.0497190579772
663,3.6164620695518326,2619,0.7072072072072071,True,40.09319949802011
664,3.5295681808465496,2467,0.7054054054054053,True,40.13669767789543
665,3.6342941864964047,2312,0.7036036036036035,True,40.18019586103037
666,3.9598162978346614,2369,0.7018018018018017,True,40.22371585597284
667,4.2366563171649085,2559,0.7000000000000001,True,40.26726877596229
668,4.094221717276803,2572,0.6981981981981982,True,40.31073058699258
669,4.679094416667773,2354,0.6963963963963964,True,40.354255544021726
670,4.737364412207222,3074,0.6945945945945946,True,40.39781154296361
671,4.118230214651978,2648,0.6927927927927928,True,40.44135208893567
672,3.262481542798097,2289,0.690990990990991,True,40.484941992908716
673,3.7080083370823487,2327,0.689189189189189,True,40.5284439008683
674,3.563465499641139,3222,0.6873873873873872,True,40.57734798686579
675,3.8056058457726154,2642,0.6855855855855856,True,40.626600072020665
676,3.3971609349760072,2631,0.6837837837837838,True,40.67860128986649
677,3.2288655286463595,2474,0.6819819819819821,True,40.7321965219453
678,3.2803076019525155,3205,0.6801801801801801,True,40.78253008588217
679,3.2532472639895054,2269,0.6783783783783783,True,40.83454273198731
680,3.401934850938701,2342,0.6765765765765765,True,40.86564361699857
681,4.205383583875666,2156,0.6747747747747748,True,40.9091787179932
682,4.251837356691438,2460,0.672972972972973,True,40.95274319103919
683,3.4758698816505422,2639,0.6711711711711711,True,40.996273637982085
684,3.7022063373889824,2083,0.6693693693693693,True,41.03969153994694
685,3.6422219596303385,2564,0.6675675675675676,True,41.08316957601346
686,3.788781301200847,1955,0.6657657657657658,True,41.12665274995379
687,3.944724757175406,2894,0.6639639639639641,True,41.17017735890113
688,3.3842355553462977,2686,0.6621621621621621,True,41.213696595979854
689,4.2714928324145225,2497,0.6603603603603603,True,41.25723531190306
690,4.320637335271618,2018,0.6585585585585585,True,41.300815294031054
691,3.998074475189657,2521,0.6567567567567567,True,41.34420906892046
692,2.9048214730409687,2447,0.654954954954955,True,41.38768410496414
693,4.41050115604649,3455,0.6531531531531531,True,41.43117674998939
694,4.576660667004446,2629,0.6513513513513514,True,41.474690773990005
695,3.455519680273604,2346,0.6495495495495496,True,41.51819530501962
696,3.7652612997285018,1410,0.6477477477477478,True,41.566674071829766
697,4.37372077224601,1872,0.645945945945946,True,41.61661165393889
698,3.983222501823701,2656,0.644144144144144,True,41.668574310839176
699,3.331658995977723,2121,0.6423423423423422,True,41.722182034980506
700,3.568609219408273,2611,0.6405405405405405,True,41.77200726303272
701,4.207745746348242,2901,0.6387387387387388,True,41.824208764825016
702,3.3932001383665478,3224,0.6369369369369371,True,41.854956194991246
703,3.997503625809792,2354,0.6351351351351351,True,41.898892645025626
704,3.2724557030111625,2402,0.6333333333333333,True,41.94238648493774
705,4.225116489169834,2664,0.6315315315315315,True,41.98602903285064
706,3.3542805781715623,2349,0.6297297297297297,True,42.02948918193579
707,3.9343734429547466,2399,0.627927927927928,True,42.073051859857515
708,4.383441428604546,2359,0.6261261261261261,True,42.11651649395935
709,4.18611357896731,1964,0.6243243243243243,True,42.159915601834655
710,4.694090298058066,2199,0.6225225225225226,True,42.20343252690509
711,4.092212278451493,1876,0.6207207207207208,True,42.2468960119877
712,4.393634196205026,2696,0.618918918918919,True,42.290435754926875
713,4.255064985266027,2683,0.617117117117117,True,42.333866578992456
714,3.300064074736258,2506,0.6153153153153152,True,42.377370283938944
715,3.9943866151751894,2772,0.6135135135135135,True,42.42090076697059
716,3.684138062206742,3037,0.6117117117117117,True,42.4643488409929
717,3.3654875927754215,2461,0.60990990990991,True,42.50783682987094
718,3.4971311709135193,2072,0.6081081081081081,True,42.55919298902154
719,4.118410156929584,2874,0.6063063063063063,True,42.612690455978736
720,3.9404242519162738,2650,0.6045045045045045,True,42.662491468014196
721,3.4998863730033705,2559,0.6027027027027028,True,42.74156447290443
722,4.004243690010664,2813,0.6009009009009008,True,42.79502486484125
723,3.253831496706972,2892,0.599099099099099,True,42.82837376394309
724,3.9483460790283114,2733,0.5972972972972972,True,42.87173074693419
725,4.046332061236108,2182,0.5954954954954955,True,42.915204060962424
726,4.055447542505729,1991,0.5936936936936937,True,42.958615430863574
727,4.3183163756727,3066,0.5918918918918918,True,43.00205510901287
728,3.922338632436899,2704,0.5900900900900901,True,43.04544726689346
729,4.29198592071173,2542,0.5882882882882883,True,43.08885972783901
730,4.359102993844205,2405,0.5864864864864865,True,43.13233745796606
731,3.6390465239775347,2604,0.5846846846846847,True,43.175697366008535
732,3.663203785008608,1561,0.5828828828828827,True,43.21906890394166
733,4.10535288200104,2224,0.581081081081081,True,43.26249306485988
734,3.660854314630682,2750,0.5792792792792792,True,43.30587616097182
735,4.006591363386675,2816,0.5774774774774776,True,43.349236523965374
736,3.3166186156575677,2063,0.5756756756756758,True,43.39258033782244
737,4.405551027312992,2540,0.5738738738738738,True,43.435956778004766
738,3.937799659614549,2733,0.572072072072072,True,43.47933007683605
739,4.613881855237154,2530,0.5702702702702702,True,43.52779719582759
740,4.457565779379039,1973,0.5684684684684684,True,43.577664935961366
741,4.252221397500249,2509,0.5666666666666667,True,43.62963954801671
742,4.358281247830825,2251,0.5648648648648648,True,43.68321047001518
743,3.359071126596406,2765,0.5630630630630631,True,43.7330407188274
744,3.442790036799694,3021,0.5612612612612613,True,43.78511667996645
745,3.4008700181811635,2170,0.5594594594594595,True,43.817611790960655
746,3.2625158102784195,2219,0.5576576576576577,True,43.86094229086302
747,3.670265432802306,2759,0.5558558558558557,True,43.90440994594246
748,3.9051516057225513,2047,0.554054054054054,True,43.9480014720466
749,4.73605287765444,2072,0.5522522522522522,True,43.99155894992873
750,4.22109220573701,1660,0.5504504504504505,True,44.0349739480298
751,4.033714512112909,2874,0.5486486486486487,True,44.382506555877626
752,3.6014581495715725,1488,0.5468468468468468,True,44.43453126586974
753,4.009487696250808,2706,0.545045045045045,True,44.488479387015104
754,3.38089321021769,2594,0.5432432432432432,True,44.537821848876774
755,3.3044143918960813,2520,0.5414414414414415,True,44.589986577862874
756,2.9637748074106796,1291,0.5396396396396397,True,44.62070875684731
757,4.469425705361708,2445,0.5378378378378377,True,44.66429807199165
758,4.11226279303757,2838,0.536036036036036,True,44.707701785024256
759,3.336437376319261,2274,0.5342342342342342,True,44.750988804968074
760,4.774511950162915,2110,0.5324324324324325,True,44.79450135701336
761,3.702201685310845,2077,0.5306306306306308,True,44.83782752696425
762,3.6139038605045797,3057,0.5288288288288288,True,44.88121125497855
763,3.5882888579806136,2779,0.527027027027027,True,44.924552486045286
764,3.687377970568382,2986,0.5252252252252252,True,44.96803245996125
765,3.7656242709499814,2679,0.5234234234234234,True,45.01156680798158
766,3.663748892181065,2671,0.5216216216216216,True,45.05484660784714
767,3.9244722665991274,2406,0.5198198198198197,True,45.09820918086916
768,4.256060033604719,2208,0.5180180180180181,True,45.14162106299773
769,4.996232405952785,3312,0.5162162162162163,True,45.18506377981976
770,3.357553131411774,1980,0.5144144144144145,True,45.228380899876356
771,3.1413223844203646,2721,0.5126126126126127,True,45.2717161020264
772,3.3660067668003317,2486,0.5108108108108107,True,45.320184712996706
773,4.399893298557353,2301,0.5090090090090089,True,45.37646891293116
774,4.425023684446839,2175,0.5072072072072071,True,45.426263666013256
775,3.461525094644192,2383,0.5054054054054055,True,45.47830679197796
776,3.7942644703941357,2737,0.5036036036036037,True,45.53175546694547
777,4.119496430507551,2839,0.5018018018018018,True,45.58158115204424
778,4.166803854227841,2767,0.5,True,45.60782548296265
779,3.0669987951248197,2252,0.4981981981981982,True,45.65116887097247
780,4.029134764288464,2192,0.49639639639639643,True,45.69454528205097
781,4.1105978715631535,2871,0.49459459459459465,True,45.737960828933865
782,4.040452462769789,2473,0.49279279279279276,True,45.78150386782363
783,3.3341064453125,2394,0.49099099099099097,True,45.82554676593281
784,3.5632974854045676,2303,0.4891891891891892,True,45.868998993886635
785,3.681488048374631,2709,0.4873873873873874,True,45.91241488303058
786,4.706196206577095,3019,0.4855855855855855,True,45.95582041190937
787,3.7202760830372075,2093,0.4837837837837837,True,45.999219375895336
788,3.1979163548328113,2414,0.48198198198198194,True,46.04254155885428
789,4.395418763241525,2950,0.48018018018018016,True,46.085948006017134
790,3.5801541542593327,2133,0.4783783783783784,True,46.129281624918804
791,4.084297337630453,2132,0.4765765765765765,True,46.172713533975184
792,3.9623620375147404,1696,0.4747747747747747,True,46.21604616404511
793,3.9847355994441207,3002,0.4729729729729729,True,46.25938832690008
794,3.8677565414808037,2494,0.47117117117117113,True,46.30788190290332
795,4.219603470507616,2987,0.46936936936936946,True,46.357716525904834
796,3.7857667781560806,2765,0.46756756756756745,True,46.40966663998552
797,3.452602935750702,3028,0.46576576576576567,True,46.46312404703349
798,3.8365724932211367,2789,0.4639639639639639,True,46.5129330069758
799,3.383396649773791,1789,0.4621621621621622,True,46.564978944836184
800,4.520426564531199,3077,0.46036036036036043,True,46.59593020286411
801,3.593129624244532,2606,0.4585585585585584,True,46.639366382034495
802,3.9357569618830603,2520,0.45675675675675664,True,46.682749839965254
803,4.1787992602717265,2192,0.45495495495495497,True,46.726308445911855
804,3.35282630513726,2345,0.4531531531531532,True,46.769785427022725
805,3.735430229000929,2624,0.4513513513513514,True,46.813106844900176
806,3.786859133444515,2361,0.4495495495495494,True,46.85667025484145
807,4.177502046165566,2687,0.4477477477477477,True,46.900027422001585
808,3.2627755288549687,2727,0.44594594594594594,True,46.94344949093647
809,3.897273101026805,2348,0.44414414414414416,True,46.98683383385651
810,3.9730058684623213,3009,0.4423423423423424,True,47.03020581183955
811,3.4789641842486043,2732,0.4405405405405405,True,47.073521063895896
812,4.047233921024224,2562,0.4387387387387387,True,47.11693332903087
813,3.428490756795221,3118,0.4369369369369369,True,47.160375226987526
814,3.7945649745100636,2596,0.43513513513513513,True,47.20368834491819
815,4.336508211525538,2325,0.43333333333333335,True,47.24695472000167
816,3.084963542113811,2730,0.43153153153153145,True,47.295360727002844
817,3.362695601818881,2194,0.42972972972972967,True,47.3451892118901
818,3.5524647401470326,2102,0.4279279279279279,True,47.39722505793907
819,3.73398265390421,1915,0.4261261261261261,True,47.45064263883978
820,3.885218804871121,2723,0.42432432432432443,True,47.50047094002366
821,3.635250882151624,3310,0.4225225225225224,True,47.55251172394492
822,4.03091854381922,1851,0.42072072072072064,True,47.58478507399559
823,4.491753296674543,2202,0.41891891891891886,True,47.628158699022606
824,3.8608109659223415,2680,0.4171171171171172,True,47.67171056987718
825,4.29642914351147,2463,0.4153153153153154,True,47.715160111896694
826,4.0163749170080125,2777,0.4135135135135134,True,47.758642761968076
827,3.171913117193599,2562,0.4117117117117116,True,47.8021665730048
828,3.717634618973976,2930,0.40990990990990994,True,47.84559510694817
829,4.107729204367087,2409,0.40810810810810816,True,47.889066363917664
830,3.8229019770983754,1939,0.4063063063063064,True,47.93248092290014
831,3.802677544900108,1974,0.40450450450450437,True,47.97587554482743
832,3.9712804625914977,2775,0.4027027027027027,True,48.01928222295828
833,4.48844361635091,1807,0.4009009009009009,True,48.0626825238578
834,3.431422605786092,2388,0.39909909909909913,True,48.10612832987681
835,4.120510432009785,2111,0.39729729729729735,True,48.149539389880374
836,4.419926008687154,2894,0.39549549549549545,True,48.19293379294686
837,3.8683851391489057,2604,0.39369369369369367,True,48.236289751017466
838,4.353236168986674,2786,0.3918918918918919,True,48.28519448591396
839,4.144689625520649,2821,0.3900900900900901,True,48.33447982091457
840,3.9606763137236793,2707,0.3882882882882883,True,48.38651010300964
841,3.9889765636462,2556,0.3864864864864864,True,48.440010217018425
842,2.862674829145237,1677,0.38468468468468464,True,48.48984255082905
843,3.7218223299789566,2777,0.38288288288288286,True,48.54186114296317
844,3.2536781149419056,1369,0.3810810810810811,True,48.57254689093679
845,4.052620810988811,2497,0.3792792792792792,True,48.61594503093511
846,3.7184925268192104,3232,0.3774774774774774,True,48.65937352483161
847,3.5566169121728555,2646,0.3756756756756756,True,48.70265957782976
848,3.9170694074108128,2719,0.37387387387387383,True,48.74608733598143
849,3.4356719678524263,3029,0.37207207207207216,True,48.78945295489393
850,4.4366481395548645,2296,0.37027027027027015,True,48.83278182405047
851,3.6107070872968126,2753,0.36846846846846837,True,48.87618769798428
852,3.589299074784462,2617,0.3666666666666666,True,48.91960465698503
853,3.9325757917870905,2595,0.3648648648648649,True,48.96298367693089
854,3.8209209330798157,2227,0.36306306306306313,True,49.00634215795435
855,4.165414179673993,2892,0.3612612612612611,True,49.04964029882103
856,4.19665193412804,2303,0.35945945945945934,True,49.09310572594404
857,3.1146371714542633,1894,0.35765765765765767,True,49.13641973002814
858,3.0581419541542303,2429,0.3558558558558559,True,49.17980013298802
859,3.5575771601418444,1627,0.3540540540540541,True,49.223297955002636
860,4.192000233798096,2573,0.3522522522522521,True,49.271665683947504
861,4.2756879418622145,2493,0.3504504504504504,True,49.328053938923404
862,4.000253779062373,2457,0.34864864864864864,True,49.37786801997572
863,3.944898651867378,2501,0.34684684684684686,True,49.42992475396022
864,3.1933067251525094,2715,0.3450450450450451,True,49.48344224598259
865,4.028512889463002,2017,0.3432432432432432,True,49.53325275890529
866,3.61734372093564,2184,0.3414414414414414,True,49.559578449930996
867,3.5445560003443526,2904,0.3396396396396396,True,49.60280260303989
868,3.896282995222381,2358,0.33783783783783783,True,49.646244117990136
869,3.7053399686367006,3034,0.33603603603603605,True,49.68959856289439
870,3.220185213495019,1926,0.33423423423423415,True,49.73299032286741
871,3.35796196542272,2719,0.33243243243243237,True,49.77635502303019
872,3.83722338178156,2622,0.3306306306306306,True,49.81969722895883
873,3.7663473378057066,2070,0.3288288288288288,True,49.86317754886113
874,3.74942782613255,2980,0.32702702702702713,True,49.90656032995321
875,3.9224009231407884,2870,0.3252252252252251,True,49.94994416995905
876,5.017951274671053,3325,0.32342342342342334,True,49.99339762004092
877,3.9772087953766655,2289,0.32162162162162156,True,50.03676717495546
878,3.6924286698652513,2449,0.3198198198198199,True,50.08015393093228
879,3.3178200207771944,2273,0.3180180180180181,True,50.12354594585486
880,3.9969119534085755,2755,0.3162162162162161,True,50.16699564293958
881,3.4243688527245517,1869,0.3144144144144143,True,50.21037312783301
882,3.0845914143702133,2285,0.31261261261261264,True,50.25936926295981
883,3.640456581854687,2323,0.31081081081081086,True,50.309218120994046
884,3.832012901320172,2721,0.3090090090090091,True,50.35901517095044
885,3.440519938965749,2697,0.30720720720720707,True,50.4082045708783
886,4.03104392483058,2527,0.3054054054054054,True,50.46015984984115
887,4.230006121206975,2760,0.3036036036036036,True,50.51370740495622
888,4.976289938801031,2474,0.30180180180180183,True,50.547075723996386
889,4.108114476630543,2526,0.30000000000000004,True,50.590516310883686
890,3.434890455501095,2512,0.29819819819819815,True,50.63394151395187
891,4.271277955984023,3372,0.29639639639639637,True,50.67721440596506
892,4.34562294914993,2838,0.2945945945945946,True,50.72064611199312
893,2.8901878245481614,1506,0.2927927927927928,True,50.7640218869783
894,3.8002999727843236,2928,0.290990990990991,True,50.807745643891394
895,3.6954072865650045,2246,0.2891891891891891,True,50.85118826292455
896,3.7768146923465666,2829,0.28738738738738734,True,50.89472632901743
897,3.900009457138441,3134,0.28558558558558556,True,50.9381814438384
898,4.2249159232649225,3024,0.28378378378378377,True,50.981486793840304
899,3.15600463033194,2781,0.2819819819819821,True,51.02493740292266
900,3.4979983749420254,2493,0.2801801801801801,True,51.06836605886929
901,4.192256450300125,2702,0.2783783783783783,True,51.11173674603924
902,3.342553493123909,2578,0.2765765765765765,True,51.155035936972126
903,4.019970434920468,3277,0.27477477477477485,True,51.19838696392253
904,2.89757726393599,2359,0.27297297297297307,True,51.24688183097169
905,3.908766960697458,3157,0.27117117117117107,True,51.29665054893121
906,3.8848393624389557,2662,0.2693693693693693,True,51.34863120294176
907,3.80792729472003,2661,0.2675675675675676,True,51.40211262786761
908,4.00986666355085,1985,0.2657657657657658,True,51.45192496501841
909,2.974957782180731,2770,0.2639639639639638,True,51.50399392284453
910,3.2888562414381237,2304,0.26216216216216204,True,51.535578954964876
911,3.9415245196633326,2987,0.26036036036036037,True,51.5789479999803
912,4.014834803611488,2396,0.2585585585585586,True,51.622287429869175
913,4.00099393990408,2564,0.2567567567567568,True,51.665704305050895
914,3.2679624700563714,2733,0.2549549549549548,True,51.70904350001365
915,3.7168388901550484,2211,0.2531531531531531,True,51.75236345292069
916,3.995777168801303,2170,0.25135135135135134,True,51.79574859398417
917,3.945244777349778,2592,0.24954954954954955,True,51.83924276102334
918,4.120043174342105,2375,0.24774774774774777,True,51.88277935399674
919,2.9077690078826723,1670,0.24594594594594588,True,51.92616170900874
920,3.7708705969024123,2280,0.2441441441441441,True,51.96963386191055
921,3.6534432757536845,2324,0.2423423423423423,True,52.013049931963906
922,4.849162198507421,2257,0.24054054054054053,True,52.05646250001155
923,4.094234649748991,2353,0.23873873873873874,True,52.09974121488631
924,2.770077314913908,1971,0.23693693693693685,True,52.14311481383629
925,3.755709076757317,2759,0.23513513513513506,True,52.186486296821386
926,4.108653693732473,3031,0.23333333333333328,True,52.23540900298394
927,4.4415283203125,2386,0.2315315315315315,True,52.28462614491582
928,3.6275969573429654,1792,0.22972972972972983,True,52.33666411694139
929,3.9169146087892877,2601,0.22792792792792782,True,52.39016053196974
930,4.401836617090682,2098,0.22612612612612604,True,52.440023513976485
931,3.505219429731369,2048,0.22432432432432425,True,52.49217800190672
932,4.266536840656459,2682,0.22252252252252258,True,52.523001212859526
933,3.4929266347900008,2564,0.2207207207207208,True,52.56656676484272
934,4.4994823283601235,2924,0.2189189189189188,True,52.610014891950414
935,3.6127955134407572,3262,0.217117117117117,True,52.653561188839376
936,4.0586766248923825,3049,0.21531531531531534,True,52.697173055959865
937,3.4165387591943768,2872,0.21351351351351355,True,52.7406771320384
938,4.098420759391595,3013,0.21171171171171177,True,52.78401431092061
939,4.410564528122966,3073,0.20990990990990976,True,52.82748228893615
940,4.11167235687336,1905,0.2081081081081081,True,52.87108730804175
